"refID","FullReference","groupID","context","year","agent","agentSubtype","agentSubtype_C","agentDetails","agentSuptypeDC1","targetSpecies","ageDC1","ageMonths","infMode","sampStrategy","sampStrategy_C","sampUnit","sampUnit_C","sampUnitSize","route","route_C","dose","intervention","targetLab","labTest","labTest_others","labTest_C","reagents","testLimit","timePoint","nTested","nTruePositive","nTrueNegative","nPositive","nNegative","sensitivity","specificity","UCI_Sen","LCI_Sen","UCI_Spe","LCI_Spe","crossReactivity","rowID","uniqueID","matrix","studyType","ShortBibliography","Author","Title","Abstract","publicationYear"
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",13,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",1,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Reference test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","ISO/IEC17025- accredited N-gene RT-qPCR assay described by Batten et al., 2011","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,1,NA,NA,1,0,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",219,"5017213","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",14,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",2,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Reference test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","ISO/IEC17025- accredited N-gene RT-qPCR assay described by Batten et al., 2011","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,2,NA,NA,1,1,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",220,"5017214","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",15,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",1,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Reference test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","ISO/IEC17025- accredited N-gene RT-qPCR assay described by Batten et al., 2011","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,1,NA,NA,0,1,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",221,"5017215","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",15,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",1,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,1,NA,NA,0,1,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",222,"5017215","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",14,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",2,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,2,NA,NA,1,1,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",223,"5017214","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",13,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",1,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,1,NA,NA,1,0,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",224,"5017213","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",12,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",3,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,3,NA,NA,3,0,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",225,"5017212","Rectum","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",11,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",4,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,4,NA,NA,4,0,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",226,"5017211","Saliva","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",10,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",16,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,16,NA,NA,15,1,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",227,"5017210","Blood","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",9,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",1,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,1,NA,NA,1,0,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",228,"501729","LymphNode","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
50172,"Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C. (2019).  Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus Journal of Virological Methods, 274(#issue#),  #Pages#",8,"Diagnostic test validation",2019,"Peste des petit ruminants","","","","not investigated/not given/not relevant","Goat (Capra aegagrus hircus)","not investigated/not given/not relevant",-2,"Natural infection","Suspect sampling","","animal","",1,"not investigated/not given/not relevant","","not investigated/not given/not relevant","Index test","Nucleic acid","Reverse-transcription PCR (RT-PCR)","","F-gene RT-qPCR assay","not investigated/not given/not relevant","The relationship between CT values and PPRV ultramer concentration was linear  within the range of 107 to 100 copies µl-1 (R2= 0.99). The PCR efficiency estimated through the linear regression of the dilution curve  was calculated to be 94.3%,
which is within the recommended range 90%–110%. The LOD was determined experimentally as 10 copies µl-1, which corresponds to the lowest concentration of the PPRV ultramer (101 copies µl-1) for which CT values were determined for all ten replicates.",NA,1,NA,NA,1,0,"","",NA,NA,NA,NA,"not investigated/not given/not relevant",229,"501728","Other//Other_C","comparison","Flannery, et al. 2019.","Flannery, J., Rajko-Nenow, P., Arnold, H., van Weezep, E., van Rijn, P.A., Ngeleja, C., Batten, C.","Improved PCR diagnostics using up-to-date in silico validation: An F-gene RT-qPCR assay for the detection of all four lineages of peste des petits ruminants virus","Peste des petits ruminants (PPR) is a globally significant disease of small ruminants caused by the peste des petits ruminants virus (PPRV) that is considered for eradication by 2030 by the United Nations Food and Agriculture Organisation (FAO). Critical to the eradication of PPR are accurate diagnostic assays. RT-qPCR assays targeting the nucleocapsid gene of PPRV have been successfully used for the diagnosis of PPR. We describe the development of an RT-qPCR assay targeting an alternative region (the fusion (F) gene) based on the most up-to-date PPRV sequence data. In silico analysis of the F-gene RT-qPCR assay performed using PCRv software indicated 98% sensitivity and 100% specificity against all PPRV sequences published in Genbank. The assay indicated the greatest in silico sensitivity in comparison to other previously published and recommended PPRV RT-qPCR assays. We evaluated the assay using strains representative of all 4 lineages in addition to samples obtained from naturally and experimentally-infected animals. The F-gene RT-qPCR assay showed 100% diagnostic specificity and demonstrated a limit of detection of 10 PPRV genome copies per µl. This RT-qPCR assay can be used in isolation or in conjunction with other assays for confirmation of PPR and should support the global efforts for eradication. © 2019 The Authors",2019
