refID;FullReference;groupID;country;diseaseStatus;year;agent;agentSubtypeType;agentDetails;targetSpecies;ageDC1;ageMonths;sampStrategy;sampUnit;sampUnitSize;route;testSubstanceCAT;dosageFreq;dosageInterval;dose;doseUnits;dayDose1;dayDose2;challengeType;challengeSubstance;challengeDose;challengeDoseUnits;challengeDay;lastVaccine;timePoint;experimentStatus;labTest;labDescription;labTarget;matrix;nTested;nPositive;testValue;testValueUnits;scaleMin;ScaleMax;deadUnits;mortalityTime;mortalityTimeUnits;efficacy;UCI_efficacy;LCI_efficacy;rowID;uniqueID;interventionType;dayDose1Std;dayDose2Std;challengeDayStd;timePointStd;experimentStatus2;ShortBibliography;Author;Title;Abstract;publicationYear
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;4;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;8.3;log10 TCID50;21;21;27;After challenge;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;6;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;110;87114;vaccine;-21;NA;0;6;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;4;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;8.3;log10 TCID50;21;21;21;Challenge day;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;1.5;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;111;87114;vaccine;-21;NA;0;0;Challenge day; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;4;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;8.3;log10 TCID50;21;21;42;After challenge;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;6;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;112;87114;vaccine;-21;NA;0;21;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;4;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;8.3;log10 TCID50;21;21;33;After challenge;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;6.5;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;113;87114;vaccine;-21;NA;0;12;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;5;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;7.25;log10 TCID50;21;21;0;1st vaccination day;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;1;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;114;87115;vaccine;-21;NA;0;-21;Not vaccinated/Before vaccination; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;4;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;8.3;log10 TCID50;21;21;35;After challenge;Clinical evaluation;"Clinical signs observed from 3 to 14 days post challenge (day 21 to 35) . Fever score: 1 point for each day of temperature >40 to 41 ◦C; 5 points per day of temperature >41 ◦C. • Anorexia score: 1 point per day, up to 5 days. On the fifth day the animal would be euthanized to prevent suffering. Facial lesions: conjunctivitis, hyperaemia and oedema each scored 0–2 points per day, depending on severity – ulcers scored 0–3 depending on severity. Feet lesions: lameness and coronitis each scored 0–2 depending on severity. Respiratory tract lesions: rhinitis, coughing and dyspnoea, each scored 0–2 depending on severity. Veterinary intervention: 20 points independent of the number of interventions. These points were not taken in account if the animal had to be euthanized.  Death (natural or euthanasia): 40 points.";not investigated/not given/not relevant;live animal - clinical observation;8;NA;8.7;Clinical score;0;0;0;NA;not investigated/not given/not relevant;NA;NA;NA;115;87114;vaccine;-21;NA;0;14;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;5;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;7.25;log10 TCID50;21;21;21;Challenge day;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;2;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;116;87115;vaccine;-21;NA;0;0;Challenge day; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;5;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;7.25;log10 TCID50;21;21;27;After challenge;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;5.5;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;117;87115;vaccine;-21;NA;0;6;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;5;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;7.25;log10 TCID50;21;21;42;After challenge;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;5;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;118;87115;vaccine;-21;NA;0;21;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
8711; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit (2012).  Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine Vaccine, 30(#issue#),  2228-2235;5;Netherlands;not investigated/not given/not relevant;2010;Bluetongue virus;not investigated/not given/not relevant;BTV-8;Sheep (Ovis aries);Adult;36;Objective (random) sampling;animal;6;SUBCUTANEOUS;Bovilis BTV8;1;NA;1;millilitre;0;NA;not investigated/not given/not relevant;not investigated/not given/not relevant;7.25;log10 TCID50;21;21;33;After challenge;Seroneutralisation test;SNT developed at MSD animal health;Antibody;Blood serum (as part-nature);6;NA;6;titer;NA;NA;NA;NA;not investigated/not given/not relevant;NA;NA;NA;119;87115;vaccine;-21;NA;0;12;After challenge; Veronique Moulin, et al. 2012.; Veronique Moulin, Cor Vonk Noordegraaf, Birgit Makoschey, Mirjam van der Sluijs, Eva Veronesi, Karin Darpel, Peter P. C. Mertens, Hans de Smit;Clinical disease in sheep caused by bluetongue virus serotype 8, and prevention by an inactivated vaccine;The ability to reduce clinical signs, induce neutralizing antibodies, and perhaps most importantly, to prevent or reduce viraemia (and therefore virus-transmission), represent primary criteria for assessment of bluetongue virus (BTV) vaccine efficacy. Identification of BTV challenge-strains that reliably induce viraemia and clinical signs comparable to those in naturally infected animals, is therefore important for vaccine evaluation. Texel cross-breed and Dorset Poll sheep vaccinated with inactivated BTV-8 vaccine ('Bovilis (R) BTV8' from MSD Animal Health), were challenged with low-passage BTV-8 (Northern European strain) grown in either insect (Culicoides) or mammalian cell-cultures. The severity of clinical signs was recorded (using a modified numerical scoring-system, which is described) along with viraemia and serum neutralizing (SN) antibody levels. Low level SN-antibodies were detected at the time of challenge (three weeks after vaccination). All unvaccinated control animals became infected after challenge, developing high SN-antibody titres by 21 days post challenge (dpc). Vaccinees showed faster increases in SN-antibody titres ('booster' response), with significantly higher titres at 6 dpc than unvaccinated controls. Although only limited clinical-signs could be attributed to BTV in younger animals infected with the mammalian-cell-culture derived virus, both BTV-8 challenge preparations induced severe clinical signs comparable to 'bluetongue' observed during natural outbreaks in older unvaccinated animals. Challenge with BTV-8 grown in Culicoides cell-cultures seemed to induce greater severity of clinical-scores and 'post-mortem lesions' than the mammalian-derived BTV-8 strain. Vaccination reduced clinical signs, fever, and viraemia equally well after challenge with either virus preparation. (C) 2011 Elsevier Ltd. All rights reserved.;2012
