"refID","FullReference","groupID","agent","agentSubtype","agentDetails","agentSubtypeDC1","targetSpecies","targetSpecies_C","sampUnitSize","matrix","matrix_C","matrixDetails","temperature","tempDetails","humidity","humidityDetails","labTest","targetLab","maxDetect","truncated","halfLife","LCI_halfLife","UCI_halfLife","rowID","uniqueID","ShortBibliography","Author","Title","Abstract","publicationYear"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",10,"African swine fever virus","strain","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",5,"Saliva / saliva swab","","Oral fluid",12,"",NA,"","Quantitative polymerase chain reaction (QPCR)","Nucleic acid",14,"no",2.72,NA,NA,34,"3042910"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",11,"African swine fever virus","strain","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",5,"Saliva / saliva swab","","Oral fluid",21,"",NA,"","Quantitative polymerase chain reaction (QPCR)","Nucleic acid",14,"no",2.67,NA,NA,35,"3042911"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",12,"African swine fever virus","strain","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",5,"Saliva / saliva swab","","Oral fluid",37,"",NA,"","Quantitative polymerase chain reaction (QPCR)","Nucleic acid",0,"no",2.6,NA,NA,36,"3042912"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",8,"African swine fever virus","strain","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",3,"Urine (as part-nature)","","not investigated/not given/not relevant",37,"",NA,"","Virus Isolation (VI)","Virus",1,"no",0.41,NA,NA,37,"304298"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",6,"African swine fever virus","strain","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",3,"Urine (as part-nature)","","not investigated/not given/not relevant",12,"",NA,"","Virus Isolation (VI)","Virus",5,"no",1.07,NA,NA,38,"304296"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",7,"African swine fever virus","strain","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",3,"Urine (as part-nature)","","not investigated/not given/not relevant",21,"",NA,"","Virus Isolation (VI)","Virus",5,"no",0.68,NA,NA,39,"304297"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
30429," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis (2017).  Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate Transboundary and Emerging Diseases, 64(2),  425",5,"African swine fever virus","isolate","Georgia 2007/1","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",3,"Urine (as part-nature)","","not investigated/not given/not relevant",4,"",NA,"","Virus Isolation (VI)","Virus",5,"no",2.19,NA,NA,40,"304295"," Davies K, et al. 2017. "," K. Davies, L.C. Goatley, C. Guinat, C.L. Netherton, S. Gubbins, L.K. Dixon, A.L. Reis","Survival of African Swine Fever Virus in Excretions from Pigs Experimentally Infected with the Georgia 2007/1 Isolate","African swine fever virus (ASFV) causes a lethal haemorrhagic disease of swine which can be transmitted through direct contact with infected animals and their excretions or indirect contact with contaminated fomites. The shedding of ASFV by infected pigs and the stability of ASFV in the environment will determine the extent of environmental contamination. The recent outbreaks of ASF in Europe make it essential to develop disease transmission models in order to design effective control strategies to prevent further spread of ASF. In this study, we assessed the shedding and stability of ASFV in faeces, urine and oral fluid from pigs infected with the Georgia 2007/1 ASFV isolate. The half-life of infectious ASFV in faeces was found to range from 0.65 days when stored at 4°C to 0.29 days when stored at 37°C, while in urine it was found to range from 2.19 days (4°C) to 0.41 days (37°C). Based on these half-lives and the estimated dose required for infection, faeces and urine would be estimated to remain infectious for 8.48 and 15.33 days at 4°C and 3.71 and 2.88 days at 37°C, respectively. The half-life of ASFV DNA was 8 to 9 days in faeces and 2 to 3 days in oral fluid at all temperatures. In urine, the half-life of ASFV DNA was found to be 32.54 days at 4°C decreasing to 19.48 days at 37°C. These results indicate that ASFV in excretions may be an important route of ASFV transmission. © 2015 The Authors. Transboundary and Emerging Diseases Published by Blackwell Verlag GmbH.","2017"
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",4,"African swine fever virus","strain","Volgograd-Kalach 2012","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",NA,"fats/oils (Animal and vegetable fats/oils)","","not investigated/not given/not relevant",23.5,"",NA,"","Real-Time PCR (qualitative or quantitative)","Nucleic acid",28,"no",NA,NA,NA,41,"310924"," Sindryakova IP, et al. 2016. "," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov","The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions","It is known that one of the ways to spread African swine fever (ASF) virus is alimentary way (e.g., through feeding animals with contaminated feed and slaughterhouse waste products not subjected to thermal treatment, not passed veterinary and sanitary examination, and derived from ep idemiologically disadvantaged regions). A variety of preserved food, such as corned beef, canned meat, bacon, etc., is made of pork products and by-products. Persistence of the virus in these products is not fully understood. For the first time we carried out studies on infectious activity of ASF virus isolates circulating in the Russian Federation, in contaminated pig products, feed, as well as in samples intended for veterinary-sanitary supervision. For this purpose, the 3-4 month-old piglets of 20-30 kg body weight were intramuscularly challenged with virus-containing blood. For inoculation we used ASFV isolate Volgograd-Kalach 2012 with the initial infectious titer of 7.5 lg HAU50/cm3 obtained from the National Collection of the SSINRRIVV&amp;M of RAAS. Three days after infection the animals were slaughtered, samples of internal organs and tissues were taken for virus isolation, and the pork was used for making corned beef, canned meat and salted lard. Blood, containing ASF virus, was also used for contamination of a compound feed and drinking water. To study effects of storage temperature on the virus infectious activity and genome detection, the samples were divided into aliquots and stored at 20-25 °C. (room temperature), 4-6 °C. (a common refrigerator); -16<U+22EF>-20 °C. (freezer). The temperatures selected for the storage of samples conform to the natural weather conditions at various seasons (20-25 °C. in the summer, -16<U+22EF>-20 °C. in winter); 4-6 °C. isolation was carried out in a primary culture of swine bone marrow cells for 5 days in two consecutive passages. Hemadsorption test (HAD) and real-time PCR were conducted for ASFV titer estimation and genome detection. As a result, the ASF virus was found in corned beef and lard stored at 20-25 °C. for 16 days. At storage temperature of 4-6 °C. the ASF virus was revealed in corned beef during the observation period (60 days). In frozen samples the ASFV infectious activity and DNA fragments were found throughout the entire study period (60 days). Thus, it is found that in food products and by-products from pigs slaughtered soon after ASF infecting the ASFV infectivity persists for a long time depending on the storage conditions and can pose a serious danger as a pathogen transmission factor. The data also allow to predict the temperature conditions conducive to maintaining circulation of the virus in.SF outbreaks.","2016"
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",5,"African swine fever virus","strain","Volgograd-Kalach 2012","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",14,"fats/oils (Animal and vegetable fats/oils)","","not investigated/not given/not relevant",5,"",NA,"","Haemadsorption assay (HAT test)","Virus",0,"no",NA,NA,NA,42,"310925"," Sindryakova IP, et al. 2016. "," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov","The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions","It is known that one of the ways to spread African swine fever (ASF) virus is alimentary way (e.g., through feeding animals with contaminated feed and slaughterhouse waste products not subjected to thermal treatment, not passed veterinary and sanitary examination, and derived from ep idemiologically disadvantaged regions). A variety of preserved food, such as corned beef, canned meat, bacon, etc., is made of pork products and by-products. Persistence of the virus in these products is not fully understood. For the first time we carried out studies on infectious activity of ASF virus isolates circulating in the Russian Federation, in contaminated pig products, feed, as well as in samples intended for veterinary-sanitary supervision. For this purpose, the 3-4 month-old piglets of 20-30 kg body weight were intramuscularly challenged with virus-containing blood. For inoculation we used ASFV isolate Volgograd-Kalach 2012 with the initial infectious titer of 7.5 lg HAU50/cm3 obtained from the National Collection of the SSINRRIVV&amp;M of RAAS. Three days after infection the animals were slaughtered, samples of internal organs and tissues were taken for virus isolation, and the pork was used for making corned beef, canned meat and salted lard. Blood, containing ASF virus, was also used for contamination of a compound feed and drinking water. To study effects of storage temperature on the virus infectious activity and genome detection, the samples were divided into aliquots and stored at 20-25 °C. (room temperature), 4-6 °C. (a common refrigerator); -16<U+22EF>-20 °C. (freezer). The temperatures selected for the storage of samples conform to the natural weather conditions at various seasons (20-25 °C. in the summer, -16<U+22EF>-20 °C. in winter); 4-6 °C. isolation was carried out in a primary culture of swine bone marrow cells for 5 days in two consecutive passages. Hemadsorption test (HAD) and real-time PCR were conducted for ASFV titer estimation and genome detection. As a result, the ASF virus was found in corned beef and lard stored at 20-25 °C. for 16 days. At storage temperature of 4-6 °C. the ASF virus was revealed in corned beef during the observation period (60 days). In frozen samples the ASFV infectious activity and DNA fragments were found throughout the entire study period (60 days). Thus, it is found that in food products and by-products from pigs slaughtered soon after ASF infecting the ASFV infectivity persists for a long time depending on the storage conditions and can pose a serious danger as a pathogen transmission factor. The data also allow to predict the temperature conditions conducive to maintaining circulation of the virus in.SF outbreaks.","2016"
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",5,"African swine fever virus","strain","Volgograd-Kalach 2012","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",14,"fats/oils (Animal and vegetable fats/oils)","","not investigated/not given/not relevant",5,"",NA,"","Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,"yes",NA,NA,NA,43,"310925"," Sindryakova IP, et al. 2016. "," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov","The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions","It is known that one of the ways to spread African swine fever (ASF) virus is alimentary way (e.g., through feeding animals with contaminated feed and slaughterhouse waste products not subjected to thermal treatment, not passed veterinary and sanitary examination, and derived from ep idemiologically disadvantaged regions). A variety of preserved food, such as corned beef, canned meat, bacon, etc., is made of pork products and by-products. Persistence of the virus in these products is not fully understood. For the first time we carried out studies on infectious activity of ASF virus isolates circulating in the Russian Federation, in contaminated pig products, feed, as well as in samples intended for veterinary-sanitary supervision. For this purpose, the 3-4 month-old piglets of 20-30 kg body weight were intramuscularly challenged with virus-containing blood. For inoculation we used ASFV isolate Volgograd-Kalach 2012 with the initial infectious titer of 7.5 lg HAU50/cm3 obtained from the National Collection of the SSINRRIVV&amp;M of RAAS. Three days after infection the animals were slaughtered, samples of internal organs and tissues were taken for virus isolation, and the pork was used for making corned beef, canned meat and salted lard. Blood, containing ASF virus, was also used for contamination of a compound feed and drinking water. To study effects of storage temperature on the virus infectious activity and genome detection, the samples were divided into aliquots and stored at 20-25 °C. (room temperature), 4-6 °C. (a common refrigerator); -16<U+22EF>-20 °C. (freezer). The temperatures selected for the storage of samples conform to the natural weather conditions at various seasons (20-25 °C. in the summer, -16<U+22EF>-20 °C. in winter); 4-6 °C. isolation was carried out in a primary culture of swine bone marrow cells for 5 days in two consecutive passages. Hemadsorption test (HAD) and real-time PCR were conducted for ASFV titer estimation and genome detection. As a result, the ASF virus was found in corned beef and lard stored at 20-25 °C. for 16 days. At storage temperature of 4-6 °C. the ASF virus was revealed in corned beef during the observation period (60 days). In frozen samples the ASFV infectious activity and DNA fragments were found throughout the entire study period (60 days). Thus, it is found that in food products and by-products from pigs slaughtered soon after ASF infecting the ASFV infectivity persists for a long time depending on the storage conditions and can pose a serious danger as a pathogen transmission factor. The data also allow to predict the temperature conditions conducive to maintaining circulation of the virus in.SF outbreaks.","2016"
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",6,"African swine fever virus","strain","Volgograd-Kalach 2012","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",NA,"fats/oils (Animal and vegetable fats/oils)","","not investigated/not given/not relevant",-18,"",NA,"","Haemadsorption assay (HAT test)","Virus",60,"yes",NA,NA,NA,44,"310926"," Sindryakova IP, et al. 2016. "," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov","The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions","It is known that one of the ways to spread African swine fever (ASF) virus is alimentary way (e.g., through feeding animals with contaminated feed and slaughterhouse waste products not subjected to thermal treatment, not passed veterinary and sanitary examination, and derived from ep idemiologically disadvantaged regions). A variety of preserved food, such as corned beef, canned meat, bacon, etc., is made of pork products and by-products. Persistence of the virus in these products is not fully understood. For the first time we carried out studies on infectious activity of ASF virus isolates circulating in the Russian Federation, in contaminated pig products, feed, as well as in samples intended for veterinary-sanitary supervision. For this purpose, the 3-4 month-old piglets of 20-30 kg body weight were intramuscularly challenged with virus-containing blood. For inoculation we used ASFV isolate Volgograd-Kalach 2012 with the initial infectious titer of 7.5 lg HAU50/cm3 obtained from the National Collection of the SSINRRIVV&amp;M of RAAS. Three days after infection the animals were slaughtered, samples of internal organs and tissues were taken for virus isolation, and the pork was used for making corned beef, canned meat and salted lard. Blood, containing ASF virus, was also used for contamination of a compound feed and drinking water. To study effects of storage temperature on the virus infectious activity and genome detection, the samples were divided into aliquots and stored at 20-25 °C. (room temperature), 4-6 °C. (a common refrigerator); -16<U+22EF>-20 °C. (freezer). The temperatures selected for the storage of samples conform to the natural weather conditions at various seasons (20-25 °C. in the summer, -16<U+22EF>-20 °C. in winter); 4-6 °C. isolation was carried out in a primary culture of swine bone marrow cells for 5 days in two consecutive passages. Hemadsorption test (HAD) and real-time PCR were conducted for ASFV titer estimation and genome detection. As a result, the ASF virus was found in corned beef and lard stored at 20-25 °C. for 16 days. At storage temperature of 4-6 °C. the ASF virus was revealed in corned beef during the observation period (60 days). In frozen samples the ASFV infectious activity and DNA fragments were found throughout the entire study period (60 days). Thus, it is found that in food products and by-products from pigs slaughtered soon after ASF infecting the ASFV infectivity persists for a long time depending on the storage conditions and can pose a serious danger as a pathogen transmission factor. The data also allow to predict the temperature conditions conducive to maintaining circulation of the virus in.SF outbreaks.","2016"
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",6,"African swine fever virus","strain","Volgograd-Kalach 2012","not investigated/not given/not relevant","Pig (Sus scrofa domesticus)","",NA,"fats/oils (Animal and vegetable fats/oils)","","not investigated/not given/not relevant",-18,"",NA,"","Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,"yes",NA,NA,NA,45,"310926"," Sindryakova IP, et al. 2016. "," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov","The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions","It is known that one of the ways to spread African swine fever (ASF) virus is alimentary way (e.g., through feeding animals with contaminated feed and slaughterhouse waste products not subjected to thermal treatment, not passed veterinary and sanitary examination, and derived from ep idemiologically disadvantaged regions). A variety of preserved food, such as corned beef, canned meat, bacon, etc., is made of pork products and by-products. Persistence of the virus in these products is not fully understood. For the first time we carried out studies on infectious activity of ASF virus isolates circulating in the Russian Federation, in contaminated pig products, feed, as well as in samples intended for veterinary-sanitary supervision. For this purpose, the 3-4 month-old piglets of 20-30 kg body weight were intramuscularly challenged with virus-containing blood. For inoculation we used ASFV isolate Volgograd-Kalach 2012 with the initial infectious titer of 7.5 lg HAU50/cm3 obtained from the National Collection of the SSINRRIVV&amp;M of RAAS. Three days after infection the animals were slaughtered, samples of internal organs and tissues were taken for virus isolation, and the pork was used for making corned beef, canned meat and salted lard. Blood, containing ASF virus, was also used for contamination of a compound feed and drinking water. To study effects of storage temperature on the virus infectious activity and genome detection, the samples were divided into aliquots and stored at 20-25 °C. (room temperature), 4-6 °C. (a common refrigerator); -16<U+22EF>-20 °C. (freezer). The temperatures selected for the storage of samples conform to the natural weather conditions at various seasons (20-25 °C. in the summer, -16<U+22EF>-20 °C. in winter); 4-6 °C. isolation was carried out in a primary culture of swine bone marrow cells for 5 days in two consecutive passages. Hemadsorption test (HAD) and real-time PCR were conducted for ASFV titer estimation and genome detection. As a result, the ASF virus was found in corned beef and lard stored at 20-25 °C. for 16 days. At storage temperature of 4-6 °C. the ASF virus was revealed in corned beef during the observation period (60 days). In frozen samples the ASFV infectious activity and DNA fragments were found throughout the entire study period (60 days). Thus, it is found that in food products and by-products from pigs slaughtered soon after ASF infecting the ASFV infectivity persists for a long time depending on the storage conditions and can pose a serious danger as a pathogen transmission factor. The data also allow to predict the temperature conditions conducive to maintaining circulation of the virus in.SF outbreaks.","2016"
