"Refid","agent","targetSpecies","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
10335,"Hepatozoon canis","Dog (Canis lupus familiaris)"," Serdar Pasa, et al. 2011."," Serdar Pasa, Huseyin Voyvoda, Tulin Karagenc, Abidin Atasoy, Serkal Gazyagci (2011).  Failure of combination therapy with imidocarb dipropionate and toltrazuril to clear Hepatozoon canis infection in dogs Parasitology Research, 109(#issue#),  919-926"," Serdar Pasa, Huseyin Voyvoda, Tulin Karagenc, Abidin Atasoy, Serkal Gazyagci","Failure of combination therapy with imidocarb dipropionate and toltrazuril to clear Hepatozoon canis infection in dogs","Current treatments with imidocarb dipropionate for infected dogs with Hepatozoon canis do not always provide parasitological cure. The objective of this study is to determine whether concomitant use of toltrazuril may potentiate the effect of imidocarb dipropionate in the management of H. canis infection (HCI). Twelve dogs were determined to have naturally HCI based on clinical signs, identification of the parasite in blood smears, and serologic assay. The animals were allocated randomly to one of two groups (n = 6 in each group). Dogs in Imi group were given imidocarb dipropionate at a dose of 6 mg/kg body weight subcutaneously in two injections 14 days apart. Imi plus Toltra group was given imidocarb dipropionate as dose mentioned above and toltrazuril at 10 mg/kg/day orally for the first five treatment days. Clinical findings, blood counts and parasitaemia levels in blood before and 14, 28 and 56 days after the initial treatment were performed to evaluate treatment response. The overall clinical efficacy of imidocarb dipropionate with and without toltrazuril was 83.3% and 66.7%, respectively; with a mean recovery time of 21.0 and 25.6 days, respectively. A substantial main effect of time on mean PCV, Hb, WBC, neutrophil and PLT and gradual reduction of parasitaemia were significantly observed in both groups (P < 0.05), whereas no significant difference was noticed between the studied protocols. The parasitologic cure rate at the end of eight weekly observation period was 16.6% and 33.3% in Imi and Imi plus Toltra groups, respectively. Similar clinicopathologic and parasitologic responses were observed in both treated groups; thus, it was concluded that toltrazuril does not reveal additional benefit to imidocarb therapy in dogs with HCI.",2011
10392,"Leishmania infantum","Dog (Canis lupus familiaris)"," Guadalupe Miro, et al. 2011."," Guadalupe Miro, Rosa Galvez, Cristeta Fraile, Miguel A. Descalzo, Ricardo Molina (2011).  Infectivity to Phlebotomus perniciosus of dogs naturally parasitized with Leishmania infantum after different treatments Parasites & Vectors, 4(#issue#),  #Pages#"," Guadalupe Miro, Rosa Galvez, Cristeta Fraile, Miguel A. Descalzo, Ricardo Molina","Infectivity to Phlebotomus perniciosus of dogs naturally parasitized with Leishmania infantum after different treatments","Background: In Europe most dogs with clinical leishmaniosis are treated with leishmanicides, typically antimonials combined with allopurinol and good clinical recovery is observed in a high number of these dogs. Through xenodiagnosis, the capacity of a treated animal to infect the vector of the disease under treatment is assessed as a measure of the chemotherapeutic efficacy of the drug used. The objective of the present study was to evaluate through direct xenodiagnosis the infectivity to Phlebotomus perniciosus of dogs naturally parasitized with Leishmania infantum after treatment, and to follow the clinical and parasite course of disease. Thirty two dogs with clinical leishmaniosis were assigned to one of three treatment groups: meglumine antimoniate plus allopurinol (Group A), meglumine antimoniate (Group B) or allopurinol (Group C). During the study, the dogs were examined before treatment (Day 0) and bimonthly thereafter until Day 180 (six months post-treatment onset). Results: The three groups were scored over time according to the effects of treatment on clinical signs and clinical-pathological variables. Significant differences in clinical scores were observed between Group A and the other two groups, indicating the combined treatment was the most effective. After treatment, bone marrow cultures were positive for the parasite in 30.8% of dogs in some of the check ups (3 or 25% in Group A, 1 or 11.1% in Group B, and 4 or 80% in Group C). Our xenodiagnosis experiments revealed that 15.4% of treated dogs were still able to infect sand flies at some point after treatment (2 dogs or 16.6% in Group A, 2 or 22.2% in Group B and none in Group C). Only 7.7% of the entire study population could infect sand flies as from the second month post-treatment onset. Conclusion: The three treatment regimens tested significantly reduced the infectivity of dogs towards sand flies, thus diminishing the epidemiological risks of treated dogs both for human beings and other healthy dogs. Despite its low cure rate, the use of allopurinol after a course of leishmanicide treatment is proposed to keep dogs noninfectious during the disease transmission season (4-6 months in southern Europe).",2011
10617,"Leishmania infantum","Dog (Canis lupus familiaris)"," Otranto D, et al. 2010."," D. Otranto, D. de Caprariis, R. P. Lia, V. Tarallo, V. Lorusso, G. Testini, F. Dantas-Torres, S. Latrofa, P. P. V. P. Diniz, N. Mencke, R. G. Maggi, E. Breitschwerdt, G. Capelli, D. Stanneck (2010).  Prevention of endemic canine vector-borne diseases using imidacloprid 10% and permethrin 50% in young dogs: A longitudinal field study Veterinary Parasitology, 172(#issue#),  323-332"," D. Otranto, D. de Caprariis, R. P. Lia, V. Tarallo, V. Lorusso, G. Testini, F. Dantas-Torres, S. Latrofa, P. P. V. P. Diniz, N. Mencke, R. G. Maggi, E. Breitschwerdt, G. Capelli, D. Stanneck","Prevention of endemic canine vector-borne diseases using imidacloprid 10% and permethrin 50% in young dogs: A longitudinal field study","Canine vector-borne diseases (CVBDs) are highly prevalent and increasing in distribution worldwide. A longitudinal study was conducted in southern Italy to determine the incidence of and protection against CVBD-causing pathogens in dogs treated with a combination of imidacloprid 10% and permethrin 50% (ImPer). One hundred eleven autochthonous young dogs were divided into group A (n = 63) and group B (n = 48), both groups containing dogs positive and negative for one or more CVBD-causing pathogens. Additionally, 10 naive male beagles were introduced in each group in May 2008. Group A was treated with ImPer on day 0 and every 21 2 days whereas group B was left untreated. Blood and skin samples were collected at baseline (March-April 2008) and at the first, second and third follow-up times (July and October 2008 and April 2009). Bone marrow was sampled at baseline and at the third follow-up. Serological, cytological and molecular tests were performed to detect Anaplasma platys, Babesia spp., Bartonella spp., Dirofilaria immitis, Ehrlichia canis, Hepatozoon canis and Leishmania infantum. Ectoparasites (fleas, ticks, and sand flies) were monitored throughout the study. The baseline prevalence of CVBDs was 39.6% with 44 dogs positive for at least one pathogen. A. platys (27.5%) and Babesia spp. (15.6%) were the most prevalent species and co-infections with up to two pathogens were detected in 16 (14.7%) individuals. At the end of the evaluation period, there was a 90.7% reduction in overall CVBD incidence density rate (IDR) in group A, as following: 100% reduction in L infantum; 94.6% in E. canis; 94.4% in Babesia spp.; and 81.8% in A. platys. Initially positive treated dogs showed significantly lower pathogen prevalence at the third follow-up than untreated ones. At the end of the evaluation period, 8 of the 10 untreated beagles were infected with at least one pathogen whereas one of the treated beagles was A. platys positive at a single time point (second follow-up). Overall efficacy against ticks was 97.9%. In October 2009, samples were collected from the remaining 83 dogs (44 from group A and 39 from group B) to investigate the annual incidence of CVBDs in the same, at this time untreated, dog population. A high year incidence for tick-borne diseases (78.1%) and for L infantum (13.6%) was detected in dogs from group A. seven months after the treatment had been withdrawn. The results demonstrate that ImPer preventive treatment against arthropods protects autochthonous and naive beagle dogs against CVBD-causing pathogens. (C) 2010 Elsevier B.V. All rights reserved.",2010
10770,"Crimean-Congo haemorrhagic fever virus","Human (homo sapiens) "," Iftihar Koksal, et al. 2010."," Iftihar Koksal, Gurdal Yilmaz, Firdevs Aksoy, Hava Aydin, Ilknur Yavuz, Serap Iskender, Korhan Akcay, Sukru Erensoy, Rahmet Caylan, Kemalettin Aydin (2010).  The efficacy of ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Eastern Black Sea region in Turkey Journal of Clinical Virology, 47(#issue#),  65-68"," Iftihar Koksal, Gurdal Yilmaz, Firdevs Aksoy, Hava Aydin, Ilknur Yavuz, Serap Iskender, Korhan Akcay, Sukru Erensoy, Rahmet Caylan, Kemalettin Aydin","The efficacy of ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Eastern Black Sea region in Turkey","Background: The efficiency of ribavirin for treatment of Crimean-Congo hemorrhagic fever (CCHF) is unknown. In the literature, prospective randomized studies investigating the efficacy of ribavirin are not found. Objectives: To investigate the efficacy of ribavirin in treatment of patients with CCHF. Study design: In this prospective randomized cohort study 136 cases were included between June 2004 and August 2007. The diagnosis was confirmed in the CCHF reference laboratory of Refik Saydam National Hygiene Central Institute of the Turkish Ministry of Health. Patients either received ribavirin plus supportive treatment (Group A) (n = 64) or only supportive treatment (Group B) (n = 72). For the evaluation of efficacy of ribavirin, various parameters were compared between Group A and Group B. Results: As well as the similarity of demographic features between the two groups, there were no statistical differences in incubation time; hospitalization time; patients requiring platelet replacement therapy; the time taken for platelet levels to return to normal levels and mortality. In Group B, the rate of tick contact was higher (p = 0.03). In Group A, leukocyte levels took longer to return to the normal levels (p = 0.02). Conclusion: In our study, there was no positive effect determined on clinical or laboratory parameters in CCHF patients treated with ribavirin, also it was observed that leukocyte levels took longer to return to normal (p = 0.02) and, while not statistically significant, the longer period of hospitalization (p = 0.09) needed was observed as a negative effect. Because of these reasons, it is thought that the use of ribavirin makes no significant contribution to the prognosis of the CCHF disease. (C) 2009 Elsevier B.V. All rights reserved.",2010
10926,"Crimean-Congo haemorrhagic fever virus","Human (homo sapiens) "," Nazif Elaldi, et al. 2009."," Nazif Elaldi, Hurrem Bodur, Sibel Ascioglu, Aysel Celikbas, Zulal Ozkurt, Haluk Vahaboglu, Hakan Leblebicioglu, Neziha Yilmaz, Aynur Engin, Mehmet Sencan, Kemalettin Aydin, Ilyas Dokmetas, Mustafa Aydin Cevik, Basak Dokuzoguz, Mehmet Ali Tasyaran, Recep Ozturk, Mehmet Bakir, Ramazan Uzun (2009).  Efficacy of oral ribavirin treatment in Crimean-Congo haemorrhagic fever: A quasi-experimental study from Turkey Journal of Infection, 58(#issue#),  238-244"," Nazif Elaldi, Hurrem Bodur, Sibel Ascioglu, Aysel Celikbas, Zulal Ozkurt, Haluk Vahaboglu, Hakan Leblebicioglu, Neziha Yilmaz, Aynur Engin, Mehmet Sencan, Kemalettin Aydin, Ilyas Dokmetas, Mustafa Aydin Cevik, Basak Dokuzoguz, Mehmet Ali Tasyaran, Recep Ozturk, Mehmet Bakir, Ramazan Uzun","Efficacy of oral ribavirin treatment in Crimean-Congo haemorrhagic fever: A quasi-experimental study from Turkey","Objective: The aim of this study was to evaluate the efficacy of oral ribavirin treatment in patients with Crimean-Congo haemorrhagic fever (CCHF). Methods: In 2004, all patients diagnosed with CCHF were treated with oral ribavirin, however in 2003 none of the CCHF patients had been given treatment due to Lack of confirmatory diagnostic information at that time in Turkey. In this study, patients treated with ribavirin in 2004 (n = 126) were compared with ribavirin-untreated CCHF patients (n = 92) in 2003. Patients only with a definitive diagnosis of CCHF (clinical symptoms plus the presence of specific IgM antibodies against CCHF virus and presence of viral antigen) were included in this study. Results: There was no difference in the case-fatality rate between treated and untreated patients (7.1% vs. 11.9%; P > 0.05). A Cox Proportional Hazards regression analysis revealed that altered sensorium and prolonged international normalized ratio were independent predictors of mortality. Conclusion: Our results showed that oral ribavirin treatment did not improve the survival rate in CCHF patients. Ribavirin and supportive care are the only available choices for treatment of CCHF patients, but to ascertain the efficacy of ribavirin, more laboratory and observational studies are necessary and ultimately, to elucidate these conflicting results and evaluate the efficacy undoubtedly, a multicenter randomised controlled trial will be needed. (C) 2009 The British Infection Society. Published by Elsevier Ltd. All rights reserved.",2009
10927,"West Nile virus","Human (homo sapiens) "," Rashmi Kumar, et al. 2009."," Rashmi Kumar, Piyush Tripathi, Madan Baranwal, Sudhakar Singh, Sanjeev Tripathi, Gopa Banerjee (2009).  Randomized, Controlled Trial of Oral Ribavirin for Japanese Encephalitis in Children in Uttar Pradesh, India Clinical Infectious Diseases, 48(#issue#),  400-406"," Rashmi Kumar, Piyush Tripathi, Madan Baranwal, Sudhakar Singh, Sanjeev Tripathi, Gopa Banerjee","Randomized, Controlled Trial of Oral Ribavirin for Japanese Encephalitis in Children in Uttar Pradesh, India","Background. Japanese encephalitis is associated with high rates of mortality and disabling sequelae. To date, no specific antiviral has proven to be of benefit for this condition. We attempted to determine the efficacy of oral ribavirin treatment for reducing early mortality among children with Japanese encephalitis in Uttar Pradesh, India. Methods. Children (age, 6 months to 15 years) who had been hospitalized with acute febrile encephalopathy (a <= 2-week history of fever plus altered sensorium) were tested for the presence of immunoglobulin M antibodies to Japanese encephalitis virus with commercial immunoglobulin M capture enzyme-linked immunosorbent assay. Children with positive results were randomized to receive either ribavirin (10 mg/kg per day in 4 divided doses for 7 days) or placebo syrup through nasogastric tube or by mouth. The primary outcome was early mortality; secondary outcome measures were early (at hospital discharge; normal or nearly normal, independent functioning, dependent, vegetative state, or death) outcome, time to resolution of fever, time to resumption of oral feeding, duration of hospitalization, and late outcome (>= 3 months after hospital discharge). The study was double-blind, and analysis was by intention to treat. Results. A total of 153 patients were enrolled during a 3-year period; 70 patients received ribavirin, and 83 received placebo. There was no statistically significant difference between the 2 groups in the early mortality rate: 19 (27.1%) of 70 ribavirin recipients and 21 (25.3%) of 83 placebo recipients died (odds ratio, 1.10; 95% confidence interval, 0.5-2.4). No statistically significant differences in secondary outcome measures were found. Conclusions. For the dosage schedule used in our study, oral ribavirin has no effect in reducing early mortality associated with Japanese encephalitis.",2009
10927,"Japanese encephalitis virus","Human (homo sapiens) "," Rashmi Kumar, et al. 2009."," Rashmi Kumar, Piyush Tripathi, Madan Baranwal, Sudhakar Singh, Sanjeev Tripathi, Gopa Banerjee (2009).  Randomized, Controlled Trial of Oral Ribavirin for Japanese Encephalitis in Children in Uttar Pradesh, India Clinical Infectious Diseases, 48(#issue#),  400-406"," Rashmi Kumar, Piyush Tripathi, Madan Baranwal, Sudhakar Singh, Sanjeev Tripathi, Gopa Banerjee","Randomized, Controlled Trial of Oral Ribavirin for Japanese Encephalitis in Children in Uttar Pradesh, India","Background. Japanese encephalitis is associated with high rates of mortality and disabling sequelae. To date, no specific antiviral has proven to be of benefit for this condition. We attempted to determine the efficacy of oral ribavirin treatment for reducing early mortality among children with Japanese encephalitis in Uttar Pradesh, India. Methods. Children (age, 6 months to 15 years) who had been hospitalized with acute febrile encephalopathy (a <= 2-week history of fever plus altered sensorium) were tested for the presence of immunoglobulin M antibodies to Japanese encephalitis virus with commercial immunoglobulin M capture enzyme-linked immunosorbent assay. Children with positive results were randomized to receive either ribavirin (10 mg/kg per day in 4 divided doses for 7 days) or placebo syrup through nasogastric tube or by mouth. The primary outcome was early mortality; secondary outcome measures were early (at hospital discharge; normal or nearly normal, independent functioning, dependent, vegetative state, or death) outcome, time to resolution of fever, time to resumption of oral feeding, duration of hospitalization, and late outcome (>= 3 months after hospital discharge). The study was double-blind, and analysis was by intention to treat. Results. A total of 153 patients were enrolled during a 3-year period; 70 patients received ribavirin, and 83 received placebo. There was no statistically significant difference between the 2 groups in the early mortality rate: 19 (27.1%) of 70 ribavirin recipients and 21 (25.3%) of 83 placebo recipients died (odds ratio, 1.10; 95% confidence interval, 0.5-2.4). No statistically significant differences in secondary outcome measures were found. Conclusions. For the dosage schedule used in our study, oral ribavirin has no effect in reducing early mortality associated with Japanese encephalitis.",2009
11131,"Leishmania infantum","Dog (Canis lupus familiaris)"," Ribeiro RaulR, et al. 2008."," Raul R. Ribeiro, Eliane P. Moura, Vitor M. Pimentel, Weverton M. Sampaio, Sydnei M. Silva, Dante A. Schettini, Cintia F. Alves, Ferdinan A. Melo, Wagner L. Tafuri, Cynthia Demicheli, Maria N. Melo, Frederic Frezard, Marilene S. M. Michalick (2008).  Reduced tissue parasitic load and infectivity to sand flies in dogs naturally infected by Leishmania (Leishmania) chagasi following treatment with a liposome formulation of meglumine antimoniate Antimicrobial Agents and Chemotherapy, 52(#issue#),  2564-2572"," Raul R. Ribeiro, Eliane P. Moura, Vitor M. Pimentel, Weverton M. Sampaio, Sydnei M. Silva, Dante A. Schettini, Cintia F. Alves, Ferdinan A. Melo, Wagner L. Tafuri, Cynthia Demicheli, Maria N. Melo, Frederic Frezard, Marilene S. M. Michalick","Reduced tissue parasitic load and infectivity to sand flies in dogs naturally infected by Leishmania (Leishmania) chagasi following treatment with a liposome formulation of meglumine antimoniate","The toxicity and antileishmanial effectiveness of a novel liposome formulation of meglumine antimoniate in mongrel dogs with visceral leishmaniasis (VL) obtained from a region where VL is endemic in Brazil have been investigated. Groups of 12 animals received by the intravenous route four doses (with 4-day intervals) of either liposomal meglumine antimoniate (group I [GI], 6.5 mg Sb/kg of body weight/dose), empty liposomes (GII), or isotonic saline (GIII). Evaluation of markers of hematopoietic, hepatic, and renal functions before and just after treatment showed no significant change. On the other hand, transitory adverse reactions, including prostration, defecation, tachypnea, and sialorrhea, were observed during the first 15 min after injections in GI and GII. Parasitological evaluation of sternal bone marrow 4 days after the last dose showed a significant reduction of parasite burden in GI, compared to the other groups. Immunocytochemical evaluations of the skin, bone marrow, cervical lymph nodes, livers, and spleens of dogs for parasites, 150 days after treatment, indicated significant parasite suppression (higher than 95.7%) in the lymph nodes, livers, and spleens of GI, compared to control groups. Feeding of Lutzomyia longipalpis phlebotomines on dogs from GI, 150 days after treatment, resulted in a significant reduction of sand fly infection efficiency, compared to feeding on animals from GII and GIII. This is the first report of both long-term parasite suppression and reduction of infectivity to sand flies in naturally infected dogs following treatment with a liposome-encapsulated drug. Importantly, this was achieved using a 20-fold-lower cumulative dose of Sb than is used for conventional antimonial treatment.",2008
11153,"West Nile virus","Human (homo sapiens) "," Carney RyanM, et al. 2008."," Ryan M. Carney, Stan Husted, Cynthia Jean, Carol Glaser, Vicki Kramer (2008).  Efficacy of aerial spraying of mosquito adulticide in reducing incidence of West Nile virus, California, 2005 Emerging Infectious Diseases, 14(#issue#),  747-754"," Ryan M. Carney, Stan Husted, Cynthia Jean, Carol Glaser, Vicki Kramer","Efficacy of aerial spraying of mosquito adulticide in reducing incidence of West Nile virus, California, 2005","Epidemic transmission of West Nile virus (WNV) in Sacramento County, California, in 2005 prompted aerial application of pyrethrin, a mosquito adulticide, over a large urban area. Statistical analyses of geographic information system datasets indicated that adulticiding reduced the number of human WNV cases within 2 treated areas compared with the untreated area of the county. When we adjusted for maximum incubation period of the virus from infection to onset of symptoms, no new cases were reported in either of the treated areas after adulticiding; 18 new cases were reported in the untreated area of Sacramento County during this time. Results indicated that the odds of infection after spraying were, approximate to 6x higher in the untreated area than in treated areas, and that the treatments successfully disrupted the WNV transmission cycle. Our results provide direct evidence that aerial mosquito adulticiding is effective in reducing human illness and potential death from WNV infection.",2008
11168,"Leishmania infantum","Dog (Canis lupus familiaris)"," Ferroglio E, et al. 2008."," E. Ferroglio, M. Poggi, A. Trisciuoglio (2008).  Evaluation of 65% permethrin spot-on and deltamethrin-impregnated collars for canine Leishmania infantum infection prevention Zoonoses and Public Health, 55(#issue#),  145-148"," E. Ferroglio, M. Poggi, A. Trisciuoglio","Evaluation of 65% permethrin spot-on and deltamethrin-impregnated collars for canine Leishmania infantum infection prevention","During the 2004 and 2005 sand fly seasons, we evaluated the efficacy of a 65% spot-on solution of permethrin (Exspot, Schering & Plough) and deltamethrin-impregnated collar (Scalibor, Intervet) in reducing Leishmania infantum infection, in a canine leishmaniasis (CanL) endemic region (Liguria) in Italy. Immunofluorescent assay (IFA) revealed that three of 120 dogs (2.5%) treated with a 65% spot-on solution of permethrin, as three of 119 dogs (2.5%) treated with deltamethrin-impregnated collar have shown seroconversion after sand fly season. On the contrary, seroconversion was 15% in 188 untreated control dogs. Treatment reduced the risk of infection by 84%. The difference in treated dogs and control ones is highly significant (chi(2) = 12.4; P = 0.0004). Our results show that treatment with 65% spot-on solution of permethrin and the deltamethrin-impregnated collar are effective in reducing the risk of acquiring L. infantum infection.",2008
11213,"Leishmania infantum","Human (homo sapiens) "," Shyam Sundar, et al. 2008."," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray (2008).  New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine Clinical Infectious Diseases, 47(#issue#),  1000-1006"," Shyam Sundar, M. Rai, J. Chakravarty, D. Agarwal, N. Agrawal, Michel Vaillant, Piero Olliaro, Henry W. Murray","New treatment approach in Indian visceral leishmaniasis: Single-dose liposomal amphotericin B followed by short-course oral miltefosine","Background. In Bihar, India, home to nearly one-half of the world's burden of visceral leishmaniasis, drug resistance has ended the usefulness of pentavalent antimony, which is the traditional first-line treatment. Although monotherapy with other agents is available, the use of 2 drugs with different modes of action might increase efficacy, shorten treatment duration, enhance compliance, and/or reduce the risk of parasite resistance. To test the feasibility of a new approach to combination therapy in visceral leishmaniasis (also known a kala-azar), we treated Indian patients with a single infusion of liposomal amphotericin B (L-AmB), followed 1 day later by short-course oral miltefosine. Methods. We used a randomized, noncomparative, group-sequential, triangular design and assigned 181 subjects to treatment with 5 mg/kg of L-AmB alone (group A; 45 subjects), 5 mg/kg of L-AmB followed by miltefosine for 10 days (group B; 46 subjects) or 14 days (group C; 45 subjects), or 3.75 mg/kg of L-AmB followed by miltefosine for 14 days (group D; 45 subjects). When it became apparent that all regimens were effective, 45 additional, nonrandomized patients were assigned to receive 5 mg/kg of L-AmB followed by miltefosine for 7 days (group E). Results. Each regimen was satisfactorily tolerated, and all 226 subjects showed initial apparent cure responses. Nine months after treatment, final cure rates were similar: group A, 91% (95% confidence interval [CI], 78% 97%]; group B, 98% (95% CI, 87%-100%); group C, 96% (95% CI, 84%-99%]; group D, 96% (95% CI, 84%-99%); and group E, 98% (95% CI, 87%-100%). Conclusions. These results suggest that treatment with single-dose L-AmB followed by 7-14 days of miltefosine is active against Indian kala-azar. This short-course, sequential regimen warrants additional testing in India and in those regions of endemicity where visceral leishmaniasis may be more difficult to treat.",2008
11241,"Crimean-Congo haemorrhagic fever virus","Human (homo sapiens) "," Mustafa Aydin Cevik, et al. 2008."," Mustafa Aydin Cevik, Nazif Elaldi, Esraguel Akinci, Pinar Oenguerue, Ayse Erbay, Turan Buzgan, Ramazan Uzun, Ayhan Kubar, Huerrem Bodur (2008).  A preliminary study to evaluate the effect of intravenous ribavirin treatment on survival rates in Crimean-Congo hemorrhagic fever Journal of Infection, 57(#issue#),  350-351"," Mustafa Aydin Cevik, Nazif Elaldi, Esraguel Akinci, Pinar Oenguerue, Ayse Erbay, Turan Buzgan, Ramazan Uzun, Ayhan Kubar, Huerrem Bodur","A preliminary study to evaluate the effect of intravenous ribavirin treatment on survival rates in Crimean-Congo hemorrhagic fever","",2008
11658,"Crimean-Congo haemorrhagic fever virus","Human (homo sapiens) "," Sharifi-Mood B, et al. 2006."," B. Sharifi-Mood, R. Alavi-Naini, M. Metanat, F. Rakhshani (2006).  Ribavirin: an effective drug for treatment of children with Crimean-Congo Hemorrhagic Fever: a seven-years experience Pakistan Journal of Biological Sciences, 9(#issue#),  1598-1600"," B. Sharifi-Mood, R. Alavi-Naini, M. Metanat, F. Rakhshani","Ribavirin: an effective drug for treatment of children with Crimean-Congo Hemorrhagic Fever: a seven-years experience","This study was conducted to detect the clinical outcomes of treatment with oral ribavirin in children with crimean-congo haemorrhagic fever (CCHF). In this study, we evaluated the recovery rate and mortality rate among children with confirmed CCHF, who were treated with oral ribavirin within the three days of onset of disease and the patients who were treated after this time or had not been treated. Out of 29 children with crimean-congo haemorrhagic fever (18 male, 11 female with age range 5 to 17 years) 25 patients had been treated by oral ribavirin within the initial three days, two patients were treated after three days of the onset of disease and two cases had not been treated with ribavirin. Nearly all the patients except two children were treated with ribavirin. Both these two children not treated with ribavirin died. One patients who was treated six days after the onset of disease was expired. Sixteen percent of children who were treated during the initial 72 h of disease died. Fatality rate was 24.1% in all of the patients. The recovery rate was higher in the children who were treated during the initial 3 days than children who were treated after this time or were not treated (84 versus 25%). We conclude that oral ribavirin is an effective treatment for children with CCHF, especially when it is used within 72 h of the onset of disease and as soon as it is possible.",2006
11746,"Leishmania infantum","Dog (Canis lupus familiaris)"," Saridomichelakis MN, et al. 2005."," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos (2005).  Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas Veterinary Parasitology, 130(#issue#),  199-205"," M. N. Saridomichelakis, M. E. Mylonakis, L. S. Leontides, C. Billinis, A. F. Koutinas, A. D. Galatos, P. Gouletsou, A. Diakou, V. I. Kontos","Periodic administration of allopurinol is not effective for the prevention of canine leishmaniosis (Leishmania infantum) in the endemic areas","A total of 95 clinically healthy and seronegative for Leishmania infantum dogs, residing an area highly endemic for canine leishmaniosis (CL) and living an outdoor life-style, were split into positive and negative groups, and then were randomly assigned to receive allopurinol (n=51; 20 mg/kg once daily), or placebo (n=44) for I week per month, from April to November. Forty per cent (38/95) of these dogs were not reexamined and retested at the end of the trial for reasons unrelated to CL. None of the remaining 57 dogs exhibited the symptomatic form of the disease at the end of the 1-year follow-up period. Of the 15 allopurinol-treated dogs that were non-infected (negative PCR and tissue smear microscopy) at the beginning of the trial, 6 (40% P=0.03) became PCR-positive, of which 3 became also seropositive, at the end of the observation period. In contrast, only 1 of 7 (14.3%) placebo-treated non-infected dogs became PCR positive at the same time point. Of the 19 allopurinol-treated dogs that were infected (PCR-positive) at the beginning of the trial, 18 (94.7%) remained PCR-positive and one (5.3%) seroconverted, at the end of the observation period. Of the 16 initially infected and placebo-treated dogs, 14 (87.5%) remained PCR positive, of which one (6.7%) also turned positive by tissue smear microscopy. Therefore, it is concluded that the use of allopurinol, at the daily dose of 20 mg/kg, for 1 week per month, during the period of sandfly activity, does not prevent the infection of non-infected dogs by L infantum, and, also, does not help in the elimination of the parasite from dogs with asymptomatic infections. (c) 2005 Elsevier B.V. All rights reserved.",2005
11771,"Leishmania infantum","Dog (Canis lupus familiaris)"," Pennisi MG, et al. 2005."," M. G. Pennisi, M. De Majo, M. Masucci, D. Britti, F. Vitale, R. Del Maso (2005).  Efficacy of the treatment of dogs with leishmaniosis with a combination of metronidazole and spiramycin Veterinary Record, 156(#issue#),  346-349"," M. G. Pennisi, M. De Majo, M. Masucci, D. Britti, F. Vitale, R. Del Maso","Efficacy of the treatment of dogs with leishmaniosis with a combination of metronidazole and spiramycin","Twenty-seven dogs infected naturally with Leishmania infantum were used in a randomised controlled trial to compare the clinical and parasitological efficacy of an oral treatment with a combination of metronidazole and spiramycin (13 dogs) with the efficacy of conventional treatment with meglumine antimonate and allopurinol (14 dogs) as controls. In the test group one dog had to be withdrawn from the treatment because it developed pemphigus foliaceus; 10 of the dogs were clinically responsive but none was cured parasitologically. in the control group four dogs were withdrawn from the treatment because of side effects; eight of the dogs were clinically responsive but none was cured parasitologically. The control group showed signs of improvement after an average of 30 days, whereas the test group did not show signs of improvement until after an average of 45 days.",2005
12045,"Crimean-Congo haemorrhagic fever virus","Human (homo sapiens) "," Mardani M, et al. 2003."," M. Mardani, M. K. Jahromi, K. H. Naieni, M. Zeinali (2003).  The efficacy of oral ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Iran Clinical Infectious Diseases, 36(#issue#),  1613-1618"," M. Mardani, M. K. Jahromi, K. H. Naieni, M. Zeinali","The efficacy of oral ribavirin in the treatment of Crimean-Congo hemorrhagic fever in Iran","We compared the mortality rate among patients suspected of having Crimean-Congo hemorrhagic fever (CCHF) who received treatment with oral ribavirin and those who did not. Ninety-seven (69.8%) of 139 treated patients suspected of having CCHF survived, and 61 (88.9%) of 69 treated patients with confirmed CCHF survived. The efficacy of oral ribavirin was 80% among patients with confirmed CCHF and 34% among patients suspected of having CCHF. Considering the limitations of observational studies, we conclude that oral ribavirin is an effective treatment for the hemorrhagic form of CCHF.",2003
