"Refid","agent","targetSpecies","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
210309,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Lévai, R., Barna, T., Fábián, K., Blome, S., Belák, K., Bálint, T., Koenen, F., Kulcsár, G., Farsang, A. (2015).  Pre-registration efficacy study of a novel marker vaccine against classical swine fever on Maternally Derived Antibody negative (MDA-) target animals Biologicals, 43(2),  92","Lévai, R., Barna, T., Fábián, K., Blome, S., Belák, K., Bálint, T., Koenen, F., Kulcsár, G., Farsang, A. (2015).  Pre-registration efficacy study of a novel marker vaccine against classical swine fever on Maternally Derived Antibody negative (MDA-) target animals Biologicals, 43(2),  92","Lévai, R., Barna, T., Fábián, K., Blome, S., Belák, K., Bálint, T., Koenen, F., Kulcsár, G., Farsang, A.","Pre-registration efficacy study of a novel marker vaccine against classical swine fever on Maternally Derived Antibody negative (MDA-) target animals","Classical swine fever (CSF) marker vaccine candidate CP7_E2alf produced under Good Laboratory Practice (GLP) conditions by Pfizer was tested on 40 six-week-old MDA-piglets according to the European Pharmacopoeia (Ph.Eur.) requirements. Single doses of CP7_E2alf were given to 15 piglets orally, while 15 other piglets were intramuscularly vaccinated. Ten additional animals were included as unvaccinated controls. All piglets were oronasally challenged with the highly virulent CSF virus (CSFV) strain ""Koslov"" 14 days after vaccination.CP7_E2alf administered i.m. provided a complete protection, while p.o. administratrion triggered only partial protection. The level of protection was determined by the development of clinical signs, viraemia and rate of mortality.The vaccine candidate met the criteria of Ph. Eur Monograph 0065, ""Swine-fever vaccine (live, prepared in cell cultures), classical"" 7th Edition, which claims the efficacy test is invalid if fewer than 50 per cent of the control piglets display typical signs of serious infection of CSF or die, and if fewer than 100 per cent of the control piglets show clinical signs of disease within 21 days following challenge. Fulfilling these validity criteria is a key step in the registration procedure for a vaccine candidate to become openly available. © 2015 The International Alliance for Biological Standardization.",2015
210310,"Peste des petit ruminants","Goat (Capra aegagrus hircus)","Muniraju, M., Mahapatra, M., Buczkowski, H., Batten, C., Banyard, A.C., Parida, S. (2015).  Rescue of a vaccine strain of peste des petits ruminants virus: In vivo evaluation and comparison with standard vaccine Vaccine, 33(3),  465","Muniraju, M., Mahapatra, M., Buczkowski, H., Batten, C., Banyard, A.C., Parida, S. (2015).  Rescue of a vaccine strain of peste des petits ruminants virus: In vivo evaluation and comparison with standard vaccine Vaccine, 33(3),  465","Muniraju, M., Mahapatra, M., Buczkowski, H., Batten, C., Banyard, A.C., Parida, S.","Rescue of a vaccine strain of peste des petits ruminants virus: In vivo evaluation and comparison with standard vaccine","Across the developing world peste des petits ruminants virus places a huge disease burden on agriculture, primarily affecting the production of small ruminant. The disease is most effectively controlled by vaccinating sheep and goats with live attenuated vaccines that provide lifelong immunity. However, the current vaccines and serological tests are unable to enable Differentiation between naturally Infected and Vaccinated Animals (DIVA). This factor precludes meaningful assessment of vaccine coverage and epidemiological surveillance based on serology, in turn reducing the efficiency of control programmes. The availability of a recombinant PPRV vaccine with a proven functionality is a prerequisite for the development of novel vaccines that may enable the development of DIVA tools for PPRV diagnostics. In this study, we have established an efficient reverse genetics system for PPRV Nigeria 75/1 vaccine strain and, further rescued a version of PPRV Nigeria 75/1 vaccine strain that expresses eGFP as a novel transcription cassette and a version of PPRV Nigeria 75/1 vaccine strain with mutations in the haemagglutinin (H) gene to enable DIVA through disruption of binding to H by the C77 monoclonal antibody used in the competitive (c) H-ELISA. All three rescued viruses showed similar growth characteristics in vitro in comparison to parent vaccine strain and, following in vivo assessment the H mutant provided full protection in goats. Although the C77 monoclonal antibody used in the cH-ELISA was unable to bind to the mutated form of H in vitro, the mutation was not sufficient to enable DIVA in vivo. © 2014 The Authors.",2015
210320,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Kumar, P., Upmanyu, V., Dhar, P. (2015).  Biological and molecular characterization of classical swine fever challenge virus from India Veterinary World, 8(3),  330","Kumar, P., Upmanyu, V., Dhar, P. (2015).  Biological and molecular characterization of classical swine fever challenge virus from India Veterinary World, 8(3),  330","Kumar, P., Upmanyu, V., Dhar, P.","Biological and molecular characterization of classical swine fever challenge virus from India","Aim: The aim of this study was biological and molecular characterization of classical swine fever (CSF) challenge virus from India. Materials and Methods: CSF challenge virus maintained at Division of Biological standardization was experimentally infected to two seronegative piglets. The biological characterization was done by clinical sign and symptoms along with postmortem findings. For molecular characterization 5'-nontranslated region, E2 and NS5B regions were amplified by reverse transcription polymerase chain reaction and sequenced. The sequences were compared with that of reference strains and the local field isolates to establish a phylogenetic relation. Results: The virus produced symptoms of acute disease in the piglets with typical post-mortem lesions. Phylogenetic analysis of the three regions showed that the current Indian CSF Challenge virus is having maximum similarity with the BresciaX strain (USA) and Madhya Pradesh isolate (India) and is belonging to subgroup 1.2 under Group 1. Conclusion: Based on biological and molecular characterization of CSF challenge virus from India is described as a highly virulent virus belonging to subgroup 1.2 under Group 1 along with some field isolates from India and Brescia strain. © The authors.",2015
210326,"Peste des petit ruminants","Goat (Capra aegagrus hircus)","Balamurugan, V., Sen, A., Venkatesan, G., Bhanuprakash, V., Singh, R.K. (2014).  Protective immune response of live attenuated thermo-adapted peste des petits ruminants vaccine in goats VirusDisease, 25(3),  350","Balamurugan, V., Sen, A., Venkatesan, G., Bhanuprakash, V., Singh, R.K. (2014).  Protective immune response of live attenuated thermo-adapted peste des petits ruminants vaccine in goats VirusDisease, 25(3),  350","Balamurugan, V., Sen, A., Venkatesan, G., Bhanuprakash, V., Singh, R.K.","Protective immune response of live attenuated thermo-adapted peste des petits ruminants vaccine in goats","Virulent isolate of peste des petits ruminants virus (PPRV) of Indian origin (PPRV Jhansi 2003) initially adapted in Vero cells was further propagated in thermo-adapted (Ta) Vero cells grown at 40 °C for attaining thermo-adaption and attenuation of virus for development of Ta vaccine against PPR in goats and sheep. The virus was attenuated up to 50 passages in Ta Vero cells, at which, the virus was found sterile, innocuous in mice and guinea pigs and safe in seronegative goats and sheep. The developed vaccine was tested for its immunogenicity in goats and sheep by subcutaneous inoculation of 100 TCID<inf>50</inf> (0.1 field dose), 103 TCID<inf>50</inf> (one field dose) and 105 TCID<inf>50</inf> (100 field doses) of the attenuated virus along with controls as per OIE described protocols for PPR vaccine testing and were assessed for PPRV-specific antibodies 7–28 days post vaccination (dpv) by PPR competitive ELISA and serum neutralization tests. The PPRV antibodies were detected in all immunized goats and sheep and goats were protective when challenged with virulent PPRV at 28th dpv along with controls for potency testing of the vaccine. The attenuated vaccine did not induce any adverse reaction at high dose (105 TCID<inf>50</inf>) in goats and sheep and provided complete protection even at low dose (102 TCID<inf>50</inf>) in goats when challenged with virulent virus. There was no shedding and horizontal transmission of the attenuated virus to in-contact controls. The results indicate that the developed PPR Ta attenuated virus is innocuous, safe, immunogenic and potent or efficacious vaccine candidate alternative to the existing vaccines for the protection of goats and sheep against PPR in the tropical countries like India. © 2014, Indian Virological Society.",2014
210327,"Peste des petit ruminants","CATTLE - Cattle (Bos taurus)","Sen, A., Saravanan, P., Balamurugan, V., Bhanuprakash, V., Venkatesan, G., Sarkar, J., Rajak, K.K., Ahuja, A., Yadav, V., Sudhakar, S.B., Parida, S., Singh, R.K. (2014).  Detection of subclinical peste des petits ruminants virus infection in experimental cattle VirusDisease, 25(3),  408","Sen, A., Saravanan, P., Balamurugan, V., Bhanuprakash, V., Venkatesan, G., Sarkar, J., Rajak, K.K., Ahuja, A., Yadav, V., Sudhakar, S.B., Parida, S., Singh, R.K. (2014).  Detection of subclinical peste des petits ruminants virus infection in experimental cattle VirusDisease, 25(3),  408","Sen, A., Saravanan, P., Balamurugan, V., Bhanuprakash, V., Venkatesan, G., Sarkar, J., Rajak, K.K., Ahuja, A., Yadav, V., Sudhakar, S.B., Parida, S., Singh, R.K.","Detection of subclinical peste des petits ruminants virus infection in experimental cattle","The present study was undertaken to investigate the possible involvement of cattle in the epidemiology of peste des petits ruminants (PPR) as subclinical carriers. Cattle were exposed experimentally to PPR virus (PPRV) infection or placed in contact with PPR infected goats. Clinical samples including heparinized/EDTA blood, plasma, peripheral blood monocyte cells (PBMCs) and clotted blood (for serum) were collected periodically from 21 days post infection (dpi) to 397 dpi (21, 45, 50, 57, 65, 95, 111, 119, 148, 190, 203 and 397 dpi) and tested for PPRV antigen, nucleic acid and antibody. Exposed cattle seroconverted and maintained PPRV specific haemagglutinin antibodies and detectable PPRV antigen/nucleic acid in blood, plasma and PBMCs from 21 to 397 dpi. PPRV was recovered from blood and PBMC collected from experimental animals at 21 dpi, initially in B95a cells and then adapted to Vero cells. The study indicated that PPRV can infect cattle subclinically and PPRV antigen/nucleic acid persist in cattle for at least 397 days. © 2014, Indian Virological Society.",2014
210333,"Peste des petit ruminants","Sheep (Ovis aries)","Rojas, J.M., Moreno, H., Valcárcel, F., Peña, L., Sevilla, N., Martín, V. (2014).  Vaccination with recombinant adenoviruses expressing the peste des petits ruminants virus F or H proteins overcomes viral immunosuppression and induces protective immunity against PPRV challenge in sheep PLoS ONE, 9(7),  #Pages#","Rojas, J.M., Moreno, H., Valcárcel, F., Peña, L., Sevilla, N., Martín, V. (2014).  Vaccination with recombinant adenoviruses expressing the peste des petits ruminants virus F or H proteins overcomes viral immunosuppression and induces protective immunity against PPRV challenge in sheep PLoS ONE, 9(7),  #Pages#","Rojas, J.M., Moreno, H., Valcárcel, F., Peña, L., Sevilla, N., Martín, V.","Vaccination with recombinant adenoviruses expressing the peste des petits ruminants virus F or H proteins overcomes viral immunosuppression and induces protective immunity against PPRV challenge in sheep","Peste des petits ruminants (PPR) is a highly contagious disease of small ruminants caused by the Morbillivirus peste des petits ruminants virus (PPRV). Two recombinant replication-defective human adenoviruses serotype 5 (Ad5) expressing either the highly immunogenic fusion protein (F) or hemagglutinin protein (H) from PPRV were used to vaccinate sheep by intramuscular inoculation. Both recombinant adenovirus vaccines elicited PPRV-specific B- and T-cell responses. Thus, neutralizing antibodies were detected in sera from immunized sheep. In addition, we detected a significant antigen specific T-cell response in vaccinated sheep against two different PPRV strains, indicating that the vaccine induced heterologous T cell responses. Importantly, no clinical signs and undetectable virus shedding were observed after virulent PPRV challenge in vaccinated sheep. These vaccines also overcame the T cell immunosuppression induced by PPRV in control animals. The results indicate that these adenovirus constructs could be a promising alternative to current vaccine strategies for the development of PPRV DIVA vaccines. © 2014 Rojas et al.",2014
210336,"Peste des petit ruminants","Sheep (Ovis aries)","Truong, T., Boshra, H., Embury-Hyatt, C., Nfon, C., Gerdts, V., Tikoo, S., Babiuk, L.A., Kara, P., Chetty, T., Mather, A., Wallace, D.B., Babiuk, S. (2014).  Peste des petits ruminants virus tissue tropism and pathogenesis in sheep and goats following experimental infection PLoS ONE, 9(1),  #Pages#","Truong, T., Boshra, H., Embury-Hyatt, C., Nfon, C., Gerdts, V., Tikoo, S., Babiuk, L.A., Kara, P., Chetty, T., Mather, A., Wallace, D.B., Babiuk, S. (2014).  Peste des petits ruminants virus tissue tropism and pathogenesis in sheep and goats following experimental infection PLoS ONE, 9(1),  #Pages#","Truong, T., Boshra, H., Embury-Hyatt, C., Nfon, C., Gerdts, V., Tikoo, S., Babiuk, L.A., Kara, P., Chetty, T., Mather, A., Wallace, D.B., Babiuk, S.","Peste des petits ruminants virus tissue tropism and pathogenesis in sheep and goats following experimental infection","Peste des petits ruminants (PPR) is a viral disease which primarily affects small ruminants, causing significant economic losses for the livestock industry in developing countries. It is endemic in Saharan and sub-Saharan Africa, the Middle East and the Indian sub-continent. The primary hosts for peste des petits ruminants virus (PPRV) are goats and sheep; however recent models studying the pathology, disease progression and viremia of PPRV have focused primarily on goat models. This study evaluates the tissue tropism and pathogenesis of PPR following experimental infection of sheep and goats using a quantitative time-course study. Upon infection with a virulent strain of PPRV, both sheep and goats developed clinical signs and lesions typical of PPR, although sheep displayed milder clinical disease compared to goats. Tissue tropism of PPRV was evaluated by real-time RT-PCR and immunohistochemistry. Lymph nodes, lymphoid tissue and digestive tract organs were the predominant sites of virus replication. The results presented in this study provide models for the comparative evaluation of PPRV pathogenesis and tissue tropism in both sheep and goats. These models are suitable for the establishment of experimental parameters necessary for the evaluation of vaccines, as well as further studies into PPRV-host interactions. © 2014 Truong et al.",2014
210336,"Peste des petit ruminants","Goat (Capra aegagrus hircus)","Truong, T., Boshra, H., Embury-Hyatt, C., Nfon, C., Gerdts, V., Tikoo, S., Babiuk, L.A., Kara, P., Chetty, T., Mather, A., Wallace, D.B., Babiuk, S. (2014).  Peste des petits ruminants virus tissue tropism and pathogenesis in sheep and goats following experimental infection PLoS ONE, 9(1),  #Pages#","Truong, T., Boshra, H., Embury-Hyatt, C., Nfon, C., Gerdts, V., Tikoo, S., Babiuk, L.A., Kara, P., Chetty, T., Mather, A., Wallace, D.B., Babiuk, S. (2014).  Peste des petits ruminants virus tissue tropism and pathogenesis in sheep and goats following experimental infection PLoS ONE, 9(1),  #Pages#","Truong, T., Boshra, H., Embury-Hyatt, C., Nfon, C., Gerdts, V., Tikoo, S., Babiuk, L.A., Kara, P., Chetty, T., Mather, A., Wallace, D.B., Babiuk, S.","Peste des petits ruminants virus tissue tropism and pathogenesis in sheep and goats following experimental infection","Peste des petits ruminants (PPR) is a viral disease which primarily affects small ruminants, causing significant economic losses for the livestock industry in developing countries. It is endemic in Saharan and sub-Saharan Africa, the Middle East and the Indian sub-continent. The primary hosts for peste des petits ruminants virus (PPRV) are goats and sheep; however recent models studying the pathology, disease progression and viremia of PPRV have focused primarily on goat models. This study evaluates the tissue tropism and pathogenesis of PPR following experimental infection of sheep and goats using a quantitative time-course study. Upon infection with a virulent strain of PPRV, both sheep and goats developed clinical signs and lesions typical of PPR, although sheep displayed milder clinical disease compared to goats. Tissue tropism of PPRV was evaluated by real-time RT-PCR and immunohistochemistry. Lymph nodes, lymphoid tissue and digestive tract organs were the predominant sites of virus replication. The results presented in this study provide models for the comparative evaluation of PPRV pathogenesis and tissue tropism in both sheep and goats. These models are suitable for the establishment of experimental parameters necessary for the evaluation of vaccines, as well as further studies into PPRV-host interactions. © 2014 Truong et al.",2014
210338,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Tian, H., Hou, X., Wu, J., Chen, Y., Shang, Y., Yin, S., Zhang, K., Liu, X. (2014).  A promising multiple-epitope recombinant vaccine against classical swine fever virus Veterinary Immunology and Immunopathology, 157(1-2),  59","Tian, H., Hou, X., Wu, J., Chen, Y., Shang, Y., Yin, S., Zhang, K., Liu, X. (2014).  A promising multiple-epitope recombinant vaccine against classical swine fever virus Veterinary Immunology and Immunopathology, 157(1-2),  59","Tian, H., Hou, X., Wu, J., Chen, Y., Shang, Y., Yin, S., Zhang, K., Liu, X.","A promising multiple-epitope recombinant vaccine against classical swine fever virus","Classical swine fever (CSF) is a highly contagious and often fatal disease of swine. It is caused by classical swine fever virus (CSFV), one of the members of the genus Pestivirus of the Flaviviridae family. The development of a safe and effective vaccine against the CSF is critical to pandemic control, this article shows a tandem-repeat multiple-epitope recombinant vaccine can protect pigs from CSFV challenge. That was composed as following: two copies each of glycoprotein E2 residues 693-707, 241-276 and 770-781, and two copies amino acid residues 1446-1460 of the non-structural protein NS2-3. In the challenge test, all of the swine vaccinated with Chinese vaccine strain (C-strain) were fully protected from a challenge with CSFV. However, after three successive vaccinations with the multiple-epitope recombinant vaccine, three out of five pigs were protected from challenge with CSFV (in terms of both clinical signs and viremia). These results demonstrate that multiple-epitope recombinant vaccine which carrying the major CSFV epitopes can induce a high level of epitope-specific antibodies and exhibit a protective capability that parallels induced by C-strain to a certain extent. © 2013 Elsevier B.V.",2014
210342,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Sánchez, O., Barrera, M., Farnós, O., Parra, N.C., Salgado, E.R., Saavedra, P.A., Meza, C.D., Rivas, C.I., Cortez-San Martín, M., Toledo, J.R. (2014).  Effectiveness of the E2-classical swine fever virus recombinant vaccine produced and formulated within whey from genetically transformed goats Clinical and Vaccine Immunology, 21(12),  1628","Sánchez, O., Barrera, M., Farnós, O., Parra, N.C., Salgado, E.R., Saavedra, P.A., Meza, C.D., Rivas, C.I., Cortez-San Martín, M., Toledo, J.R. (2014).  Effectiveness of the E2-classical swine fever virus recombinant vaccine produced and formulated within whey from genetically transformed goats Clinical and Vaccine Immunology, 21(12),  1628","Sánchez, O., Barrera, M., Farnós, O., Parra, N.C., Salgado, E.R., Saavedra, P.A., Meza, C.D., Rivas, C.I., Cortez-San Martín, M., Toledo, J.R.","Effectiveness of the E2-classical swine fever virus recombinant vaccine produced and formulated within whey from genetically transformed goats","Subunit recombinant vaccines against classical swine fever virus (CSFV) are a promising alternative to overcome practical and biosafety issues with inactivated vaccines. One of the strategies in evaluation under field conditions is the use of a new marker E2-based vaccine produced in the milk of adenovirally transduced goats. Previously we had demonstrated the efficacy of this antigen, which conferred early protection and long-lasting immunity in swine against CSFV infection. Here, we have used a simpler downstream process to obtain and formulate the recombinant E2 glycoprotein expressed in the mammary gland. The expression levels reached approximately 1.7 mg/ml, and instead of chromatographic separation of the antigen, we utilized a clarification process that eliminates the fat content, retains a minor amount of caseins, and includes an adenoviral inactivation step that improves the biosafety of the final formulation. In a vaccination and challenge experiment in swine, different doses of the E2 antigen contained within the clarified whey generated an effective immune response of neutralizing antibodies that protected all of the animals against a lethal challenge with CSFV. During the immunization and after challenge, the swine were monitored for adverse reactions related to the vaccine or symptoms of CSF, respectively. No adverse reactions or clinical signs of disease were observed in vaccinated animals, in which no replication of CSFV could be detected after challenge. Overall, we consider that the simplicity of the procedures proposed here is a further step toward the introduction and implementation of a commercial subunit vaccine against CSF. Copyright © 2014, American Society for Microbiology. All Rights Reserved.",2014
210343,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Li, Y., Shen, L., Sun, Y., Wang, X., Li, C., Huang, J., Chen, J., Li, L., Zhao, B., Luo, Y., Li, S., Qiu, H.-J. (2014).  Effects of the nuclear localization of the Npro protein of classical swine fever virus on its virulence in pigs Veterinary Microbiology, 174(3-4),  391","Li, Y., Shen, L., Sun, Y., Wang, X., Li, C., Huang, J., Chen, J., Li, L., Zhao, B., Luo, Y., Li, S., Qiu, H.-J. (2014).  Effects of the nuclear localization of the Npro protein of classical swine fever virus on its virulence in pigs Veterinary Microbiology, 174(3-4),  391","Li, Y., Shen, L., Sun, Y., Wang, X., Li, C., Huang, J., Chen, J., Li, L., Zhao, B., Luo, Y., Li, S., Qiu, H.-J.","Effects of the nuclear localization of the Npro protein of classical swine fever virus on its virulence in pigs","The Npro protein of classical swine fever virus (CSFV) is localized in the cytoplasm and nucleus. However, it is unknown whether the nuclear localization of Npro correlates with the virulence of CSFV in the host. Previously, we showed that the Npro protein fused with interferon regulatory factor 3 (IRF3) was present only in the cytoplasm. Here, we generated and evaluated a recombinant CSFV vSM-IRF3 harboring the IRF3 gene inserted into the Npro gene of the highly virulent CSFV Shimen strain. Compared to the even nuclear and cytoplasmic distribution of the enhanced green fluorescent protein (EGFP)-Npro fusion expressed by the recombinant CSFV EGFP-CSFV, vSM-IRF3 expressed an IRF3-Npro fusion protein that only was localized in the cytoplasm. vSM-IRF3 was markedly attenuated in vitro and in vivo, and the inoculated pigs were completely protected from lethal CSFV challenge, whereas the parental virus as well as EGFP-CSFV exhibited a typical virulent phenotype. Taken together, the nuclear localization of Npro plays a significant role in the CSFV replication and virulence. © 2014 Elsevier B.V.",2014
210344,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Weesendorp, E., Backer, J., Loeffen, W. (2014).  Quantification of different classical swine fever virus transmission routes within a single compartment Veterinary Microbiology, 174(3-4),  353","Weesendorp, E., Backer, J., Loeffen, W. (2014).  Quantification of different classical swine fever virus transmission routes within a single compartment Veterinary Microbiology, 174(3-4),  353","Weesendorp, E., Backer, J., Loeffen, W.","Quantification of different classical swine fever virus transmission routes within a single compartment","During outbreaks of classical swine fever (CSF), CSF virus (CSFV) can be transmitted via different routes. Understanding these transmission routes is crucial in preventing the unlimited spread of the virus in a naïve population, and the subsequent eradication of the virus from that population. The objectives of the present study were to quantify virus transmission within a compartment, differentiating between transmission within a pen, transmission between pens via contact through (open) pen partitions, and transmission via the air. Furthermore, the possible contribution of each of these routes to infection of individual pigs was quantified. A CSFV outbreak was mimicked in a compartment housing 24 pigs in six different pens. Two pigs in one pen were inoculated with the moderately virulent Paderborn strain, and virus transmission to other pigs was followed in time. Virus transmission rates for transmission via the air (β of 0.33 (0.14-0.64) per day) and transmission between adjacent pens (β of 0.30 (0-0.88) per day) were comparable, but significantly lower than for virus transmission within a pen (β of 6.1 (0.86-18) per day). The route via the air created new focal points of infection, from which virus transmission continued through other routes. This shows that, at least within a compartment, transmission via the air is expected to play a relevant role in the fast spread of the virus after an initial slow start. This will have consequences for efficacy of intervention measures, including vaccination during an outbreak. © 2014 Elsevier B.V.",2014
210347,"Classical Swine Fever","PIG - Wild boar (Sus scrofa scrofa)","Mouchantat, S., Globig, A., Böhle, W., Petrov, A., Strebelow, H.-G., Mettenleiter, T.C., Depner, K. (2014).  Novel rope-based sampling of classical swine fever shedding in a group of wild boar showing low contagiosity upon experimental infection with a classical swine fever field strain of genotype 2.3 Veterinary Microbiology, 170(3-4),  425","Mouchantat, S., Globig, A., Böhle, W., Petrov, A., Strebelow, H.-G., Mettenleiter, T.C., Depner, K. (2014).  Novel rope-based sampling of classical swine fever shedding in a group of wild boar showing low contagiosity upon experimental infection with a classical swine fever field strain of genotype 2.3 Veterinary Microbiology, 170(3-4),  425","Mouchantat, S., Globig, A., Böhle, W., Petrov, A., Strebelow, H.-G., Mettenleiter, T.C., Depner, K.","Novel rope-based sampling of classical swine fever shedding in a group of wild boar showing low contagiosity upon experimental infection with a classical swine fever field strain of genotype 2.3","Several classical swine fever (CSF) epidemics in wild boar and domestic pigs in Europe during the last decades have been caused by CSF virus (CSFV) strains of genotype 2.3. This genotype is known to be virulent leading to high morbidity and mortality. We experimentally infected two eight months old wild boar with 105,5 TCID50 of CSFV genotype 2.3 and kept the animals together with five noninoculated wild boar of the same age. Our original purpose was to evaluate a non-invasive sampling method based on saliva collection using ""rope-in-a-bait"" sampling baits. While expecting high morbidity, high level of virus shedding and some mortality, we actually observed a subclinical course of infection with an unexpected low contagiosity. The two inoculated animals infected only three contact animals while two contact animals remained uninfected. These findings substantially add to our epidemiological understanding of CSFV circulation in wild boar populations. CSFV infected animals older than six months and in good condition may not shed sufficient virus to transmit infection to all seronegative in-contact animals. The contagiosity in relation to the animal's age is discussed. This supports the hypothesis of silent perpetuation of CSFV in wild boar populations for several months if the wild boar density is sufficiently high. The feasibility of the ""rope-in-a-bait"" sampling method could be proven during the short viraemic phase of infected animals during the second week of infection. © 2014 Elsevier B.V.",2014
210354,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Polaček, V., Prodanov-Radulović, J., Došen, R., Petrović, T., Becskei, Z., Aleksić-Kovačević, S. (2014).  Expression of E2 (gp 55) glycoprotein of classical swine fever virus in lymphoid tissue and brain of experimentally infected piglets with different immunological status Acta Veterinaria, 64(2),  213","Polaček, V., Prodanov-Radulović, J., Došen, R., Petrović, T., Becskei, Z., Aleksić-Kovačević, S. (2014).  Expression of E2 (gp 55) glycoprotein of classical swine fever virus in lymphoid tissue and brain of experimentally infected piglets with different immunological status Acta Veterinaria, 64(2),  213","Polaček, V., Prodanov-Radulović, J., Došen, R., Petrović, T., Becskei, Z., Aleksić-Kovačević, S.","Expression of E2 (gp 55) glycoprotein of classical swine fever virus in lymphoid tissue and brain of experimentally infected piglets with different immunological status","Classical swine fever (CSF) is a highly contagious viral disease of domestic swine and wild boars. The aim of the study was to examine samples of lymphoid tissues and brain for the presence of Classical Swine Fever Virus (CSFV) antigen in piglets that originate from vaccinated and unvaccinated sows, in order to compare the intensity of pathological lesions in conditions of different immunological status. A total of 20 crossbreed piglets of both sexes, aged 45 days were divided in three groups (G1, G2 and G3). Piglets of G1 originated from sows vaccinated with a live vaccine containing attenuated C strain CSFV. Piglets of G2 originated from unvaccinated sows. Two piglets of G3 originated from vaccinated and two piglets from unvaccinated sows and they served as the control group. All the piglets from G1 and G2 were intramuscularly inoculated with 2×105 TCDI/50 of CSFV, Baker strain and they died by the 22nd day post inoculation. Immunohistochemistry was applied for immunolabeling E2 (gp55) glycoprotein of CSFV in the tonsils, mandibular lymph nodes, ileocecal valve and brain of all tested piglets. Differences were observed in the severity of lesions in the lymphoid tissue and the brain between G1 and G2 piglets. The present level of colostral antibodies was not able to protect piglets in G1 from the fatal outcome of the disease. Among others, this fi nding may also have an impact on vaccination policy in the future. Having in mind that vaccination of all domestic pigs with attenuated C-strain vaccine is still a mandatory control measure for CSF in Serbia, soon a non-vaccination policy should be harmonized with EU directives.",2014
210357,"Classical Swine Fever","PIG - Pig (Sus scrofa domesticus) ","Franzoni, G., Edwards, J.C., Kurkure, N.V., Edgar, D.S., Sanchez-Cordon, P.J., Haines, F.J., Salguero, F.J., Everett, H.E., Bodman-Smith, K.B., Crooke, H.R., Graham, S.P. (2014).  Partial activation of natural killer and γδ T cells by classical swine fever viruses is associated with type i interferon elicited from plasmacytoid dendritic cells Clinical and Vaccine Immunology, 21(10),  1410","Franzoni, G., Edwards, J.C., Kurkure, N.V., Edgar, D.S., Sanchez-Cordon, P.J., Haines, F.J., Salguero, F.J., Everett, H.E., Bodman-Smith, K.B., Crooke, H.R., Graham, S.P. (2014).  Partial activation of natural killer and γδ T cells by classical swine fever viruses is associated with type i interferon elicited from plasmacytoid dendritic cells Clinical and Vaccine Immunology, 21(10),  1410","Franzoni, G., Edwards, J.C., Kurkure, N.V., Edgar, D.S., Sanchez-Cordon, P.J., Haines, F.J., Salguero, F.J., Everett, H.E., Bodman-Smith, K.B., Crooke, H.R., Graham, S.P.","Partial activation of natural killer and γδ T cells by classical swine fever viruses is associated with type i interferon elicited from plasmacytoid dendritic cells","Vaccination with live attenuated classical swine fever virus (CSFV) vaccines can rapidly confer protection in the absence of neutralizing antibodies. With an aim of providing information on the cellular mechanisms that may mediate this protection, we explored the interaction of porcine natural killer (NK) cells and γδ T cells with CSFV. Both NK and γδ T cells were refractory to infection with attenuated or virulent CSFV, and no stimulatory effects, as assessed by the expression of major histocompatibility complex (MHC) class II (MHC-II), perforin, and gamma interferon (IFN-γ), were observed when the cells were cultured in the presence of CSFV. Coculture with CSFV and myeloid dendritic cells (mDCs) or plasmacytoid dendritic cells (pDCs) showed that pDCs led to a partial activation of both NK and T cells, with upregulation of MHC-II being observed. An analysis of cytokine expression by infected DC subsets suggested that this effect was due to IFN-γ secreted by infected pDCs. These results were supported by ex vivo analyses of NK and γδ T cells in the tonsils and retropharyngeal lymph nodes from pigs that had been vaccinated with live attenuated CSFV and/or virulent CSFV. At 5 days postchallenge, there was evidence of significant upregulation of MHC-II but not perforin on NK and γδ T cells, which was observed only following a challenge of the unvaccinated pigs and correlated with increased CSFV replication and IFN-γ expression in both the tonsils and serum. Together, these data suggest that it is unlikely that NK or γδ T cells contribute to the cellular effector mechanisms induced by live attenuated CSFV. Copyright © 2014, American Society for Microbiology. All Rights Reserved.",2014
